Country Name,Country Code,Indicator Name,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Mozambique,MOZ,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3219943492,3070510091,3085319832,3600879158,4314807410,5062170473,5939331791,5947716817,6150436267,5726434216,6486406406,7577986032,8478007951,9280108816,10256926999,11591763758,12760227108,12629600286,13481443071,15218785503,17384565801,18378359083,17741679180,15130344380,13449443946,13710432375,14944811392,14778149041,15592881318,16177949235,17880059790
Mauritania,MRT,"GNI, Atlas method (current US$)",,164696717.8,218199525,261104636.9,269225051.2,283282686.8,311938134.2,306315774.4,333472939.2,332757624.5,354638255.6,430533282.3,614164247.4,684091904.2,743275854.9,781698315.2,825080729.9,957787818.7,1092991508,1145212450,1086794253,1069676630,1047337708,1028825508,1115010193,1252986259,1431427246,1514885741,1483232559,1685914767,1964190037,2124050606,1961539921,2073879898,2296536796,2117920117,2072722010,2092445561,1907497259,1758070531,1813739782,2037395322,2353801947,2834619296,3541729875,3905308951,4540216406,4921241402,5249327623,5751462196,6515882183,7071971795,6865449147,6650080316,6300770359,6541197636,7293350467,7685962173,7929207722,8588083494,9831293491,10453539812
Mauritius,MUS,"GNI, Atlas method (current US$)",199833685.8,234947071.9,224253848.5,237112643.8,229005558.4,242294318.6,224790630.5,234481087.7,232876581.2,252963335.8,301584731.7,403657923.3,575563614.8,700256434,879438669.7,880236843.2,960054492.5,1178507517,1214264140,1268957823,1193070954,1082781893,1053168664,1097174866,1300104343,1702881117,2175947467,2368037687,2606374782,2839733077,3281238764,3469453664,3646634935,3952294775,4349462533,4533187797,4445338052,4357932762,4694476272,4817629293,4828873060,5423787324,6400791819,6965952484,7460738603,8157455324,9302459007,9762471388,10192591997,10513944315,11998245252,12697050861,13189619379,13149418994,12983120584,13352573709,15069149830,15754101040,12932781436,13013705131,13261271163,14539061852
Malawi,MWI,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,1851831059,1799750583,1806076433,1799837270,1798715700,1880893676,2099910104,2219615229,2566803402,3061110036,2910992851,3163214258,2310870484,2379706746,2542799218,3071711155,3158455103,2904151942,2582364846,2426168496,2938350573,3918506615,5445305581,5517057380,5838233522,6493715434,7410933323,8460119750,9569414777,10793217125,10288206804,9492017173,8842541536,8650763174,8632391152,8662550012,9202055370,10357575753,11040371920,12132556662,12971132442,13395259327
Malaysia,MYS,"GNI, Atlas method (current US$)",2056595803,2252846548,2484351500,2873110995,3147377563,3316348957,3532839471,3670862729,3950110263,4366665473,5000867308,6634597450,8889471321,10409812605,11425534623,12442484165,14834100267,19464113194,24728064888,27234465096,26932191526,26791421582,29695935083,29947922811,29913152828,32359843706,36467447968,39592019650,43233642568,47425538788,54699490002,62988101131,71915699702,82974331370,94568098181,99625336977,80495925750,76642413267,80178759407,84094636681,91743300831,1.0282E+11,1.19334E+11,1.35485E+11,1.53035E+11,1.77056E+11,2.04637E+11,2.10841E+11,2.32945E+11,2.59323E+11,2.95985E+11,3.19543E+11,3.32696E+11,3.23145E+11,3.1156E+11,3.09437E+11,3.35818E+11,3.59561E+11,3.42788E+11,3.60479E+11,4.01461E+11,4.10754E+11
North America,NAC,"GNI, Atlas method (current US$)",6.52303E+11,6.87564E+11,7.36319E+11,8.01663E+11,8.78245E+11,9.26497E+11,1.01671E+12,1.09964E+12,1.16074E+12,1.26493E+12,1.4295E+12,1.68124E+12,1.87214E+12,2.02397E+12,2.1607E+12,2.33029E+12,2.63041E+12,3.00353E+12,3.32738E+12,3.60473E+12,3.59415E+12,3.71632E+12,4.16023E+12,4.51694E+12,4.97035E+12,5.6174E+12,6.24568E+12,6.41087E+12,6.58081E+12,6.73202E+12,7.19796E+12,7.47206E+12,7.88643E+12,8.34706E+12,8.77545E+12,9.16997E+12,9.47112E+12,1.00545E+13,1.08502E+13,1.11839E+13,1.1479E+13,1.23488E+13,1.3693E+13,1.47633E+13,1.55191E+13,1.59907E+13,1.64357E+13,1.61574E+13,1.67345E+13,1.74135E+13,1.83174E+13,1.88821E+13,1.95813E+13,1.98295E+13,2.00259E+13,2.07999E+13,2.23871E+13,2.34939E+13,2.31219E+13,2.5558E+13,2.76109E+13,2.90662E+13
Namibia,NAM,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,2192547265,2080354342,1944168044,1583426195,1658169132,2062349064,2255695435,2569988850,2856187718,3175160111,3493125611,3422796619,3614693469,4009282379,4168102594,4252528744,4107061079,3952983325,4028142861,3817165064,3726276778,4292709883,5524609073,6850055781,7951384350,8485662496,8826551766,8851300290,9532223970,11069935133,12581130543,13278829718,13164130068,12290654230,11165440937,11102307962,12039722552,12897673439,11564289585,11647853460,12435438143,12676671963
New Caledonia,NCL,"GNI, Atlas method (current US$)",,,,,,176920510.5,215141358.7,262376941.3,360975145,410426233.2,474752331.8,513380966,691201684.9,848499718.3,862733008.3,894564759.5,959841566.6,956270149.2,1117523023,1132426379,1042893473,879902415.6,830582592.4,850944600.6,970770533.2,1295317493,2171096020,2425868456,2521873011,2665012703,2889489982,2930688336,3092316916,3434034987,3603596671,3586440256,2980555056,2856237721,2817759740,,,,,,,,,,,,,,,,,,,10080812187,9915345449,10105061817,,
Niger,NER,"GNI, Atlas method (current US$)",539522287.9,591801896.1,590993949.8,654043515.4,682375936,694819495.2,697444460.9,648673948.9,671218504.3,724353911.7,733501243.3,768021669.5,1046376301,1192011344,1154999970,1278587929,1603842494,2034951704,2438190464,2422217754,2253601639,1881099549,1442811953,1489264808,1745156693,1991062664,2463712502,2501903174,2698457205,2998459631,3627950426,3420685188,2753941048,2507922537,2345535538,2435686324,2656816194,2618159295,2536805745,2612582299,2719856599,3117553890,3722973392,4554154928,5060170252,5594054274,6737679639,7597041499,8509397416,8957171057,9768088871,10628680701,11298670148,11120160858,10962186269,11171380572,12864418488,13891015056,13296851544,14814409555,15121636235,16303272745
Nigeria,NGA,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97836E+11,3.17527E+11,3.42339E+11,3.5994E+11,4.16377E+11,4.7159E+11,5.33512E+11,5.25528E+11,4.63852E+11,4.03828E+11,4.00474E+11,4.29269E+11,4.40485E+11,4.61014E+11,4.71252E+11,4.32497E+11
Nicaragua,NIC,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,1670850615,953125489.5,898407354.7,976514749.6,1122506187,1410451773,2104891780,2980111068,4153465856,4249836537,4338553900,4617007595,4891518301,5011010313,5037141516,5293462337,5816644423,6322605826,6627791996,7185023660,7900415109,7950881711,8528006539,9288038871,10004024594,10561132851,11244732043,11767962615,12333276212,12954267841,12753890478,12503846934,11877016881,13482503840,14505146846,16015859764
Netherlands,NLD,"GNI, Atlas method (current US$)",15283090652,16567868917,18815079996,22147394452,24276441936,26762380949,30139270095,33872237790,37865071227,42568422527,50290871658,66754026004,84513214964,1.02141E+11,1.12562E+11,1.23435E+11,1.42769E+11,1.7544E+11,2.0545E+11,1.95359E+11,1.73041E+11,1.55695E+11,1.51535E+11,1.46651E+11,1.6684E+11,2.11353E+11,2.68415E+11,2.84031E+11,2.97508E+11,3.13963E+11,3.49762E+11,3.59912E+11,3.822E+11,4.19103E+11,4.54314E+11,4.5898E+11,4.37143E+11,4.45182E+11,4.4849E+11,4.30727E+11,4.26235E+11,4.91501E+11,5.96355E+11,6.84822E+11,7.40037E+11,7.96477E+11,8.49824E+11,8.64707E+11,8.87702E+11,8.95666E+11,8.62906E+11,8.72102E+11,8.70314E+11,8.35162E+11,7.91582E+11,7.92654E+11,8.70934E+11,9.00777E+11,8.75071E+11,1.01989E+12,1.0661E+12,1.08479E+12
Norway,NOR,"GNI, Atlas method (current US$)",5910570443,6338977753,6937302730,7726499392,8494216913,9453239584,10151279752,11111008120,12155596246,13983032293,16655694412,21068751996,26912235939,33591733009,36833226517,40258385120,45106865633,53382753715,63947300354,67286835530,64806209258,61653293823,62691009274,65220181865,73140176991,87218353589,1.00896E+11,1.06016E+11,1.1241E+11,1.18565E+11,1.31937E+11,1.30259E+11,1.33797E+11,1.42503E+11,1.56822E+11,1.66994E+11,1.60034E+11,1.58706E+11,1.64362E+11,1.72776E+11,1.8122E+11,2.0465E+11,2.49313E+11,2.96107E+11,3.27664E+11,3.70859E+11,4.18899E+11,4.25576E+11,4.34861E+11,4.50319E+11,5.00599E+11,5.32485E+11,5.39757E+11,4.84805E+11,4.28566E+11,4.02288E+11,4.30122E+11,4.40833E+11,4.2288E+11,4.50908E+11,5.28089E+11,5.65538E+11
Nepal,NPL,"GNI, Atlas method (current US$)",557304587.7,550796922.7,555852297.5,581373471.4,726360995.3,860826499.9,870242590.9,863565533.9,876753092.5,892949002.9,1008207081,1091349016,1312477362,1514569849,1625634542,1623677481,1674659176,1878916342,2083351177,2384253270,2436590594,2334248496,2601678435,2723618206,2930452133,3162713998,3677995092,3804740730,3921071409,4077086280,4001925030,3944333989,4108350032,4418932255,4685219618,4901701923,4846976399,5054724163,5409152952,5780042578,5863501889,6396159225,7206823183,8016609146,8846409041,9830014341,11581142548,12953637107,14614765669,17130910805,20688275416,23045814209,23743523782,24128375452,24065937869,27232902794,31521660761,35197856080,34584610734,36938812371,41059735665,42332900722
Nauru,NRU,"GNI, Atlas method (current US$)",,,,,,,,,,,25660221.8,31059818.11,40188671.44,49528874.36,51210068.54,50344123.17,51662385.88,55584631.21,59923965.98,62302105.22,61466146.58,58517449.16,56651475.47,52883875.54,51701885.89,51750093.9,55079582.75,58464173.16,63251703.7,57823378.5,55041568.97,51112140.09,50762769.22,47806573.77,43144541.98,41573053.92,36188303.19,33579515.39,31050383.85,28376191.99,25163947.09,26669267.83,31045678.03,33395868.94,34059506.19,32776989.78,48341677.12,47242191.08,51051916.59,70710399.27,99082229.65,119182189.5,134625538.8,133868576.9,130279385.1,127997455.1,146193593.3,183592013.1,200030800,227906200.7,265061756.3,282280203.7
New Zealand,NZL,"GNI, Atlas method (current US$)",6046265816,6511088567,7117769410,6929598659,6672047390,5900135686,5769123439,6238537603,6185367433,7099004756,8724256803,11811923183,14907752946,15318347144,14465442856,14184380041,16331021172,20301084881,23878334107,25746473313,24794287475,23592298556,22617660344,22567743794,25518629394,32779846385,41203865380,44772092030,45432467424,42486117922,42559048019,44154339558,48522856164,56140814541,62420004897,64909116445,60248469303,57664999329,54292639689,53569711858,55969292121,68410205178,87986432884,1.05214E+11,1.1041E+11,1.18884E+11,1.21855E+11,1.27747E+11,1.29085E+11,1.41242E+11,1.61818E+11,1.77471E+11,1.8824E+11,1.87395E+11,1.85941E+11,1.86826E+11,2.04112E+11,2.14378E+11,2.12055E+11,2.32686E+11,2.48327E+11,2.53874E+11
OECD members,OED,"GNI, Atlas method (current US$)",1.22724E+12,1.31769E+12,1.43677E+12,1.57089E+12,1.72181E+12,1.84208E+12,2.02725E+12,2.21803E+12,2.38303E+12,2.63134E+12,3.05348E+12,3.7686E+12,4.45193E+12,5.02798E+12,5.3586E+12,5.7798E+12,6.64346E+12,8.01579E+12,9.32565E+12,9.79121E+12,9.37079E+12,9.02984E+12,9.41947E+12,9.94152E+12,1.12269E+13,1.35299E+13,1.65582E+13,1.76025E+13,1.85936E+13,1.94847E+13,2.1316E+13,2.20624E+13,2.33477E+13,2.50129E+13,2.6352E+13,2.66719E+13,2.59161E+13,2.64342E+13,2.77828E+13,2.79526E+13,2.79945E+13,3.03295E+13,3.48377E+13,3.86271E+13,4.07942E+13,4.26735E+13,4.48314E+13,4.43476E+13,4.58721E+13,4.7564E+13,4.92957E+13,5.04465E+13,5.09204E+13,4.97358E+13,4.88906E+13,4.94285E+13,5.29928E+13,5.50352E+13,5.31872E+13,5.86928E+13,6.23021E+13,6.38088E+13
Oman,OMN,"GNI, Atlas method (current US$)",,,,,,103019582.5,154358586.4,193584544.1,232135382.5,246400999.6,277684076.7,248477555.6,589200189.8,1335761733,2566370080,2657100901,2734493818,3354987194,4572768534,6684145193,8012342199,8380380497,9047931651,9833041588,9262431844,8730281317,8737210078,9863454326,10343508031,11434185427,12906002758,13021515878,13228164247,13829013164,14481679602,15319826760,14698017968,14368580889,16044830580,18058385876,18668123832,19782394014,23017026504,26838286640,32676486380,38677562414,47947649037,51034556247,56322161500,60519553786,77905762594,87887349245,88276679158,86008933958,81459281966,75492539859,79356570114,82036123890,77655149213,81180040446,91616208217,1.00047E+11
Other small states,OSS,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,29340183919,32199341352,34331392045,38332206309,39251239362,40381983968,43554175041,47131241017,48990036380,49701605696,49598961981,53640041874,55133488647,57174527315,65109157757,79448730757,95806279464,1.08263E+11,1.23514E+11,1.36669E+11,1.33232E+11,1.35579E+11,1.42763E+11,1.53738E+11,1.62098E+11,1.63376E+11,1.6073E+11,1.58221E+11,1.62913E+11,1.81537E+11,1.95009E+11,1.81253E+11,1.9633E+11,2.14118E+11,2.24357E+11
Pakistan,PAK,"GNI, Atlas method (current US$)",4324498038,4727139272,5141615335,5833045597,6465448997,7162027321,8085621281,8880010650,10119792281,10654305140,10650858486,9528714802,9699556562,10582690350,12688701285,14493823188,17525819794,20532255408,25098711709,28551664573,30330170530,30219407931,30883828793,31692683275,33911579066,36558775969,40751350070,41887263574,42545192073,44548648651,48831782845,51104742713,52803046505,57910023237,61457709426,61919903765,60301534742,61662177406,72913993117,84168110161,97512708784,1.06589E+11,1.26331E+11,1.45831E+11,1.59847E+11,1.73146E+11,1.90201E+11,1.97435E+11,1.98259E+11,2.08267E+11,2.30696E+11,2.54819E+11,2.67581E+11,2.79058E+11,2.99994E+11,3.23244E+11,3.53576E+11,3.49836E+11,3.21896E+11,3.40951E+11,3.69102E+11,3.60729E+11
Panama,PAN,"GNI, Atlas method (current US$)",593049085.7,651467250.9,697217923.1,769174526.2,847392654.7,929373632.3,1018643566,1130094396,1234584121,1393756992,1541197057,1802614477,2080596377,2388445275,2420920093,2854848505,3374037571,3897459967,4463731888,5003133226,5461381897,5398443301,5577255218,6297943973,6604911180,7566177338,6506800114,6189502871,6522537937,6885561850,7755515785,8513152958,9151818006,9350013580,9981696488,10304373281,10708749649,11140739027,11770138993,11826888781,12392957095,12949847929,14578813577,15937569568,17286191776,19924503035,22987177482,24712028560,26428593743,31682544505,35974946813,40778377634,43640282891,48416679422,51576009806,56408980699,61722499140,64914832467,55526094292,64972117840,75145369172,80479711395
Peru,PER,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,43660647345,19249677424,14665828516,15563046449,19337984620,25363434287,21292686406,19615271567,18572286772,27393964915,32546946252,36392874158,41936195891,47464847265,53256631363,57470199486,55245752633,53031404264,52195930380,50905855268,53037303573,56832685989,63099778745,70827222032,78933953914,90997346226,1.08209E+11,1.14223E+11,1.27971E+11,1.45319E+11,1.70806E+11,1.91006E+11,1.9635E+11,1.93151E+11,1.89103E+11,1.90677E+11,2.07219E+11,2.22369E+11,1.99613E+11,2.1714E+11,2.31758E+11,2.40295E+11
Philippines,PHL,"GNI, Atlas method (current US$)",6917102323,6323494814,5775483568,6375030304,7032480552,7695706073,8485091491,9393700085,9086321314,9153357981,9292780479,11534666048,14603932273,17888454883,20373422982,22085719134,25455611202,31065815018,37476003807,41569232453,42122667726,39612267990,34755686410,32230319264,34814287627,39272686192,44330643163,48173498973,51230095372,52541638456,57385250806,62187458479,71572075303,81264039789,94261500411,1.01714E+11,98150790987,95614803295,91937754369,93185152657,92132148103,97137343963,1.08903E+11,1.18828E+11,1.3114E+11,1.53391E+11,1.82337E+11,2.00666E+11,2.22926E+11,2.40843E+11,2.78223E+11,3.12617E+11,3.34247E+11,3.45551E+11,3.57905E+11,3.71433E+11,3.95268E+11,4.16217E+11,3.75815E+11,4.04198E+11,4.56997E+11,4.96166E+11
Palau,PLW,"GNI, Atlas method (current US$)",,,,,,,,,,,15375150.34,17817534.23,20438809.29,22530786.95,23186965.82,24759826.55,27311649.11,31073849.04,35092827.13,37392894.01,38302749.12,40243019.06,45657810.27,52690395.91,62734239.46,75583592.06,88426950.04,97019567.45,107190799.6,118332137.2,117962371.9,107432815.3,119484098,137746452.8,154911785.9,158946934,160995904.9,155945463.9,131590474.1,144674586.1,150807288.1,152104648.4,165866026.1,179443879.8,184967940.9,192898933.7,190004620,187679043.1,187257710,197669104.5,200681008.6,206250643.9,225592065.2,255328837.7,267982765.4,278250096.5,288807066.6,292414312.4,272815638.2,242605812.8,244990008.2,257257792.7
Papua New Guinea,PNG,"GNI, Atlas method (current US$)",263103680.1,275136339.5,301780825.6,341856047.5,379457198.2,419421810.4,472270294.8,543809599.3,624590707.6,687257181.5,795401334.6,1043694603,1344360817,1540427422,1510365497,1568009471,1921639515,2237714003,2531594672,2624554785,2453864388,2358001903,2392999406,2470148235,2679665023,2954443627,3491044468,3603582098,3425628756,3718911929,4041379281,4830223019,5203064646,4904294958,4953737650,4622006030,4002939696,3600895190,3320882973,3035980507,2908547302,2917633297,3409345827,4250697944,5267289141,7265743676,9751031192,10817520582,12699251097,13608687314,17349352313,19432826992,23770125366,22041491260,21626239889,21221728246,21732555190,23231621089,23628246434,24132187983,27408412061,29337875918
Poland,POL,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79918125211,95195859490,1.0628E+11,1.25296E+11,1.48334E+11,1.63912E+11,1.68569E+11,1.71595E+11,1.78732E+11,1.80111E+11,1.87271E+11,2.10093E+11,2.3892E+11,2.79624E+11,3.21133E+11,3.78652E+11,4.55151E+11,4.76653E+11,4.82155E+11,4.8773E+11,4.98148E+11,5.03371E+11,5.12088E+11,5.03183E+11,4.8067E+11,4.81877E+11,5.383E+11,5.82051E+11,5.79897E+11,6.3815E+11,6.98084E+11,7.23682E+11
Pre-demographic dividend,PRE,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.26912E+11,9.03541E+11,9.74016E+11,1.03959E+12,1.19609E+12,1.33812E+12,1.4556E+12,1.40461E+12,1.28777E+12,1.19112E+12,1.24889E+12,1.358E+12,1.33482E+12,1.40907E+12,1.5244E+12,1.55981E+12
Puerto Rico,PRI,"GNI, Atlas method (current US$)",2014297246,2242600579,2459473205,2754081751,3037962270,3280464282,3636274951,4192115717,4745683711,5281085565,5918292190,6854354498,7623267078,7964976628,8059054953,8466474016,9322925014,10754020300,11933774223,12599535878,12364841834,12144372334,13272156573,14452535839,16194887064,18410135889,20348081793,21215213386,21029496481,22433562527,24228112867,25654196901,26897017347,28820089595,30289089135,31973962043,32852059828,36457505440,40191416201,41824360367,43000194334,46570771995,54580406957,56348853381,57180718713,60006677117,61529115692,62025470735,62977342849,65001694660,67902788184,68861354215,68166124320,67441325341,67145096440,66496785295,67077351181,70395647306,69585297214,73657045570,79714995366,80926059472
"Korea, Dem. People's Rep.",PRK,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GNI, Atlas method (current US$)",3870454519,4133480229,4473444982,4938947307,5328875204,5984010480,6821327554,7325721116,8294267386,9320895133,10982046529,14663886161,18079251820,20097866940,21755451594,22987181658,24142052081,27689119059,32758908362,33739868923,32051668207,28137900643,25187173889,25375557176,30917216700,41746617942,56458369813,63206805618,71206697101,81503026646,98169502824,1.00615E+11,1.04426E+11,1.12422E+11,1.2179E+11,1.25066E+11,1.23872E+11,1.25278E+11,1.25367E+11,1.2279E+11,1.22735E+11,1.39029E+11,1.69755E+11,1.95411E+11,2.0428E+11,2.19949E+11,2.39004E+11,2.42936E+11,2.43471E+11,2.40358E+11,2.22547E+11,2.23594E+11,2.2053E+11,2.11897E+11,2.05925E+11,2.06625E+11,2.26845E+11,2.38595E+11,2.25E+11,2.48238E+11,2.70087E+11,2.7649E+11
Paraguay,PRY,"GNI, Atlas method (current US$)",340398842.5,372135558.3,402207031,438805215.3,462388745.6,505389647.2,533996361.4,559402400.3,603865320.9,662069225,752538890.1,953106716.5,1275656024,1600377325,1784084923,2055583845,2513513638,3322109898,4572513589,5668279468,5546036289,5353669221,4963692920,4188141384,3847068795,3904256612,4408190787,4673153555,5024084382,5472884900,6353626565,7361803740,7243841613,8015430363,9000598337,9189053647,8832380987,8341188307,7669839174,7640907749,7342525840,6910095024,7746208681,8848923944,10905623417,13925434256,18643619740,21196931812,25323202088,28161163392,30522238710,35740317833,38156835755,37596664788,36720320685,36843967480,38938699126,38782939604,36672864163,38413518864,40038668416,42537624854
West Bank and Gaza,PSE,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3796525504,4399230338,4930189230,5134330323,4537628385,4093011326,3665299323,4328972370,5317262909,5925214476,5827071356,6263577712,7323323552,8299405726,9508077001,11175431625,12759178235,14150619728,14857577287,15666018699,17032319938,17506623961,19140221315,20027337571,17762574413,21000435320,23810735952,21800691654
Pacific island small states,PSS,"GNI, Atlas method (current US$)",,,,,,,,,,,556560228.3,754427371.5,973559143.4,1160033812,1264688682,1333178018,1431512778,1732305901,1926883185,2112080605,1960203585,1829948464,1908782991,1887188788,2111280309,2168167647,2319107299,2383669050,2485177486,2544809575,2823156497,2993227507,3223152592,3623919688,3954953145,3938784132,3734998891,3773140809,3627331954,3569404039,3541890769,3872838249,4622217389,5381239250,5609990992,5982551098,6465269877,6527554254,6624678851,7034372494,7652072236,8590371727,9010730881,9214413861,9432933878,9695088243,10566387225,11013251417,9977352478,9890978016,10977728419,11509033308
Post-demographic dividend,PST,"GNI, Atlas method (current US$)",1.19752E+12,1.28521E+12,1.40059E+12,1.5315E+12,1.67835E+12,1.79542E+12,1.97466E+12,2.16139E+12,2.32225E+12,2.56611E+12,2.98053E+12,3.6814E+12,4.33773E+12,4.89318E+12,5.2131E+12,5.63103E+12,6.47694E+12,7.80801E+12,9.06158E+12,9.4682E+12,9.08294E+12,8.79156E+12,9.20197E+12,9.71501E+12,1.10103E+13,1.33013E+13,1.63187E+13,1.73322E+13,1.82435E+13,1.90565E+13,2.0793E+13,2.14103E+13,2.26036E+13,2.42589E+13,2.55627E+13,2.58338E+13,2.49843E+13,2.54321E+13,2.6637E+13,2.67783E+13,2.67554E+13,2.89978E+13,3.33049E+13,3.68633E+13,3.88118E+13,4.04592E+13,4.2389E+13,4.19592E+13,4.33816E+13,4.49346E+13,4.64531E+13,4.74628E+13,4.78276E+13,4.66843E+13,4.60201E+13,4.66422E+13,5.00742E+13,5.20554E+13,5.03676E+13,5.55493E+13,5.87954E+13,6.00561E+13
French Polynesia,PYF,"GNI, Atlas method (current US$)",,,,,,209265804.3,260480910.6,259519977,265349358.4,301992797,314756794.6,407287150,581617888.5,669150551.7,757184778.5,824255286,975373391.4,1187498094,1386219497,1431784475,1343714252,1262121726,1290407374,1344056483,1808609605,2348576133,2798207972,2952027213,3095977978,3347066029,4546951603,4559578290,4642759407,4927411367,5178700190,5031651794,4778541961,4685830843,4658418555,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GNI, Atlas method (current US$)",,,,,,,,,,,407097304.5,585858854.5,1133603685,1896107169,2976810869,2842891483,3662935065,4812130054,7020250546,8664986759,8608517868,7647209949,7334833771,7009938234,7027087134,6659844169,6772766776,7104965512,7499127858,7399228060,8405828613,7945308929,7919643066,8261099781,8995319014,11817870094,11529188568,11665432236,12652540260,15653859171,18198823117,20918483072,27237816485,33109790414,51961403404,70705101874,94215526754,1.01373E+11,1.18091E+11,1.36293E+11,1.60048E+11,1.85505E+11,1.98915E+11,1.88423E+11,1.71351E+11,1.55079E+11,1.63646E+11,1.7336E+11,1.61311E+11,1.67755E+11,1.88859E+11,
Romania,ROU,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28272294697,27123835218,28863779151,33731775366,37106165466,35918091480,35513732918,36069348617,38358148061,39040200130,42369008819,48648016591,63520886569,82698520155,1.03783E+11,1.3597E+11,1.80759E+11,1.87695E+11,1.76421E+11,1.81593E+11,1.84516E+11,1.87651E+11,1.94244E+11,1.90389E+11,1.86378E+11,1.96561E+11,2.24306E+11,2.4552E+11,2.44854E+11,2.71396E+11,2.9502E+11,3.17743E+11
Russian Federation,RUS,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1086E+11,4.58369E+11,4.33096E+11,3.93237E+11,3.92145E+11,3.85878E+11,3.91429E+11,3.14757E+11,2.58146E+11,2.50287E+11,2.59633E+11,3.05721E+11,3.73993E+11,4.90862E+11,6.38631E+11,8.30471E+11,1.07992E+12,1.36797E+12,1.31848E+12,1.42519E+12,1.58132E+12,1.93171E+12,2.17943E+12,2.13799E+12,1.72523E+12,1.42695E+12,1.35232E+12,1.50518E+12,1.65562E+12,1.575E+12,1.72586E+12,1.87941E+12,2.08476E+12
Rwanda,RWA,"GNI, Atlas method (current US$)",131295150,122716381.8,114092736.1,138215711.3,146734495.8,157400472.3,167856010.8,199047175.8,218140408.1,227911386.5,248411567.5,290136965.8,336606641.4,429043079.8,588069755.5,744241356.5,872534569.8,1139966393,1380359876,1508009235,1472804069,1481100703,1449985635,1596555027,1895272998,2147001877,2496515347,2545219445,2532923078,2275167942,2284750241,1962893391,901148782.3,1251231069,1348683895,1689795011,1839418196,2064149688,2189485115,2190340382,2174953505,2143869739,2378134347,2830705340,3228520354,3788331109,4649820755,5427182539,6062829174,6719978444,7432480285,7838256633,8179696129,8556338370,8656426409,8796937912,9589999654,10439962305,10011918736,11249224787,12775716165,13853031885
South Asia,SAS,"GNI, Atlas method (current US$)",51668209173,57223053388,65090852272,69580575635,68428225025,70782760540,70651881623,77515119689,84011667622,88807204159,93732628716,1.08263E+11,1.28375E+11,1.49842E+11,1.48547E+11,1.5456E+11,1.74385E+11,1.94986E+11,2.39907E+11,2.69742E+11,2.70595E+11,2.71226E+11,2.75798E+11,2.92005E+11,3.1901E+11,3.63402E+11,4.12718E+11,4.1915E+11,4.24629E+11,4.02315E+11,4.13229E+11,4.0499E+11,4.30779E+11,4.71831E+11,5.2196E+11,5.42938E+11,5.55377E+11,5.9387E+11,6.2204E+11,6.52895E+11,6.82726E+11,7.73109E+11,9.17855E+11,1.07134E+12,1.20275E+12,1.39336E+12,1.54119E+12,1.73118E+12,1.90475E+12,2.14284E+12,2.36399E+12,2.47819E+12,2.58891E+12,2.70003E+12,2.90721E+12,3.17302E+12,3.54899E+12,3.74962E+12,3.51359E+12,3.98972E+12,4.39181E+12,4.62951E+12
